Timestamp,Power (kW),Temp (C°)
01-09-10 8:15,268,6.7
01-09-10 8:30,263.1,6.7
01-09-10 8:45,260,6.7
01-09-10 9:00,260,6.7
01-09-10 9:15,260.8,7.2
01-09-10 9:30,255.7,7.2
01-09-10 9:45,264.3,7.2
01-09-10 10:00,267.3,7.2
01-09-10 10:15,261,8.3
01-09-10 10:30,260.9,8.3
01-09-10 10:45,261.7,8.3
01-09-10 11:00,265.1,8.3
01-09-10 11:15,267.2,9.4
01-09-10 11:30,261,9.4
01-09-10 11:45,269.9,9.4
01-09-10 12:00,263.8,9.4
01-09-10 12:15,268.2,10.6
01-09-10 12:30,269.3,10.6
01-09-10 12:45,269.3,10.6
01-09-10 13:00,266.6,10.6
01-09-10 13:15,263.9,10.6
01-09-10 13:30,264.2,10.6
01-09-10 13:45,270.4,10.6
01-09-10 14:00,270.2,10.6
01-09-10 14:15,262.8,10
01-09-10 14:30,263.3,10
01-09-10 14:45,270.3,10
01-09-10 15:00,272.2,10
01-09-10 15:15,270.4,12.2
01-09-10 15:30,267.1,12.2
01-09-10 15:45,275.2,12.2
01-09-10 16:00,270.5,12.2
01-09-10 16:15,273.3,12.8
01-09-10 16:30,266.6,12.8
01-09-10 16:45,261.7,12.8
01-09-10 17:00,266.5,12.8
01-09-10 17:15,310.3,12.2
01-09-10 17:30,306.8,12.2
01-09-10 17:45,307.1,12.2
01-09-10 18:00,316.8,12.2
01-09-10 18:15,310,10
01-09-10 18:30,306,10
01-09-10 18:45,307.1,10
01-09-10 19:00,308.4,10
01-09-10 19:15,309.3,9.4
01-09-10 19:30,307.2,9.4
01-09-10 19:45,306.4,9.4
01-09-10 20:00,308.5,9.4
01-09-10 20:15,304.3,9.4
01-09-10 20:30,301.2,9.4
01-09-10 20:45,300,9.4
01-09-10 21:00,303.5,9.4
01-09-10 21:15,304.6,8.3
01-09-10 21:30,292.1,8.3
01-09-10 21:45,283.4,8.3
01-09-10 22:00,284.1,8.3
01-09-10 22:15,281,7.2
01-09-10 22:30,284.8,7.2
01-09-10 22:45,287.8,7.2
01-09-10 23:00,293.5,7.2
01-09-10 23:15,196.9,6.7
01-09-10 23:30,193.8,6.7
01-09-10 23:45,168.3,6.7
01-10-10 0:00,164.3,6.7
01-10-10 0:15,160.6,6.7
01-10-10 0:30,152.8,6.7
01-10-10 0:45,152.6,6.7
01-10-10 1:00,160.8,6.7
01-10-10 1:15,154.4,5.6
01-10-10 1:30,155.4,5.6
01-10-10 1:45,151.9,5.6
01-10-10 2:00,149.4,5.6
01-10-10 2:15,145.5,5
01-10-10 2:30,146.3,5
01-10-10 2:45,148.8,5
01-10-10 3:00,147.8,5
01-10-10 3:15,148.4,5.6
01-10-10 3:30,153.5,5.6
01-10-10 3:45,149.3,5.6
01-10-10 4:00,147,5.6
01-10-10 4:15,156,5
01-10-10 4:30,157.7,5
01-10-10 4:45,159.7,5
01-10-10 5:00,153,5
01-10-10 5:15,153.2,4.4
01-10-10 5:30,155.5,4.4
01-10-10 5:45,161,4.4
01-10-10 6:00,160.6,4.4
01-10-10 6:15,158.5,5
01-10-10 6:30,167,5
01-10-10 6:45,161.2,5
01-10-10 7:00,162.6,5
01-10-10 7:15,175,6.1
01-10-10 7:30,193.2,6.1
01-10-10 7:45,180.5,6.1
01-10-10 8:00,180.2,6.1
01-10-10 8:15,261.1,6.1
01-10-10 8:30,256.5,6.1
01-10-10 8:45,256.6,6.1
01-10-10 9:00,254.6,6.1
01-10-10 9:15,258.2,6.1
01-10-10 9:30,257.3,6.1
01-10-10 9:45,261.4,6.1
01-10-10 10:00,254.6,6.1
01-10-10 10:15,252.1,6.7
01-10-10 10:30,260.3,6.7
01-10-10 10:45,264.1,6.7
01-10-10 11:00,265.1,6.7
01-10-10 11:15,271.1,7.8
01-10-10 11:30,267.5,7.8
01-10-10 11:45,261.3,7.8
01-10-10 12:00,268.3,7.8
01-10-10 12:15,260.2,10
01-10-10 12:30,267.4,10
01-10-10 12:45,270.7,10
01-10-10 13:00,265.2,10
01-10-10 13:15,269.5,11.7
01-10-10 13:30,268.9,11.7
01-10-10 13:45,269.4,11.7
01-10-10 14:00,270.8,11.7
01-10-10 14:15,270,11.7
01-10-10 14:30,273.4,11.7
01-10-10 14:45,271.3,11.7
01-10-10 15:00,268,11.7
01-10-10 15:15,276.4,12.8
01-10-10 15:30,273.4,12.8
01-10-10 15:45,270.2,12.8
01-10-10 16:00,273.3,12.8
01-10-10 16:15,266.8,12.8
01-10-10 16:30,270.1,12.8
01-10-10 16:45,272,12.8
01-10-10 17:00,272,12.8
01-10-10 17:15,310.5,11.1
01-10-10 17:30,314.4,11.1
01-10-10 17:45,314,11.1
01-10-10 18:00,312.9,11.1
01-10-10 18:15,300.6,11.1
01-10-10 18:30,307.2,11.1
01-10-10 18:45,303.8,11.1
01-10-10 19:00,307.5,11.1
01-10-10 19:15,313.8,10
01-10-10 19:30,306.3,10
01-10-10 19:45,298.1,10
01-10-10 20:00,302.4,10
01-10-10 20:15,304.1,9.4
01-10-10 20:30,306.9,9.4
01-10-10 20:45,307,9.4
01-10-10 21:00,306.6,9.4
01-10-10 21:15,293.1,10.6
01-10-10 21:30,294.3,10.6
01-10-10 21:45,291.3,10.6
01-10-10 22:00,287.6,10.6
01-10-10 22:15,199.3,10
01-10-10 22:30,199.4,10
01-10-10 22:45,163,10
01-10-10 23:00,165.6,10
01-10-10 23:15,161.7,9.4
01-10-10 23:30,166.4,9.4
01-10-10 23:45,166.8,9.4
01-11-10 0:00,169.9,9.4
01-11-10 0:15,170.3,8.9
01-11-10 0:30,160.4,8.9
01-11-10 0:45,163.9,8.9
01-11-10 1:00,173.1,8.9
01-11-10 1:15,169.6,8.3
01-11-10 1:30,162.9,8.3
01-11-10 1:45,154.9,8.3
01-11-10 2:00,159.2,8.3
01-11-10 2:15,150.8,8.3
01-11-10 2:30,168,8.3
01-11-10 2:45,163.9,8.3
01-11-10 3:00,168.6,8.3
01-11-10 3:15,152,7.8
01-11-10 3:30,158,7.8
01-11-10 3:45,168.4,7.8
01-11-10 4:00,169.7,7.8
01-11-10 4:15,164.1,7.8
01-11-10 4:30,163.1,7.8
01-11-10 4:45,167.4,7.8
01-11-10 5:00,168.6,7.8
01-11-10 5:15,166.4,7.2
01-11-10 5:30,173.7,7.2
01-11-10 5:45,172.1,7.2
01-11-10 6:00,175.2,7.2
01-11-10 6:15,171.5,7.2
01-11-10 6:30,183.2,7.2
01-11-10 6:45,199.1,7.2
01-11-10 7:00,190.8,7.2
01-11-10 7:15,190.1,7.2
01-11-10 7:30,185.9,7.2
01-11-10 7:45,185.2,7.2
01-11-10 8:00,184.1,7.2
01-11-10 8:15,269.8,7.2
01-11-10 8:30,264.6,7.2
01-11-10 8:45,262.6,7.2
01-11-10 9:00,263.7,7.2
01-11-10 9:15,263.9,9.4
01-11-10 9:30,258.2,9.4
01-11-10 9:45,259.2,9.4
01-11-10 10:00,266,9.4
01-11-10 10:15,264.5,10
01-11-10 10:30,270.7,10
01-11-10 10:45,268.3,10
01-11-10 11:00,269.4,10
01-11-10 11:15,264.3,10.6
01-11-10 11:30,267.7,10.6
01-11-10 11:45,267,10.6
01-11-10 12:00,273.4,10.6
01-11-10 12:15,276.2,11.7
01-11-10 12:30,272.9,11.7
01-11-10 12:45,272.3,11.7
01-11-10 13:00,270.2,11.7
01-11-10 13:15,269.1,12.2
01-11-10 13:30,273.1,12.2
01-11-10 13:45,271.2,12.2
01-11-10 14:00,267.1,12.2
01-11-10 14:15,271.1,12.8
01-11-10 14:30,266.2,12.8
01-11-10 14:45,272.9,12.8
01-11-10 15:00,269.3,12.8
01-11-10 15:15,265,12.2
01-11-10 15:30,261.7,12.2
01-11-10 15:45,267.1,12.2
01-11-10 16:00,264.8,12.2
01-11-10 16:15,267.3,11.1
01-11-10 16:30,263.5,11.1
01-11-10 16:45,264.1,11.1
01-11-10 17:00,263.5,11.1
01-11-10 17:15,307,10.6
01-11-10 17:30,311,10.6
01-11-10 17:45,308.4,10.6
01-11-10 18:00,311.6,10.6
01-11-10 18:15,304.2,10
01-11-10 18:30,304.3,10
01-11-10 18:45,295.3,10
01-11-10 19:00,293.3,10
01-11-10 19:15,302.4,10
01-11-10 19:30,304.1,10
01-11-10 19:45,302.5,10
01-11-10 20:00,301.3,10
01-11-10 20:15,298.8,10
01-11-10 20:30,303.2,10
01-11-10 20:45,300.3,10
01-11-10 21:00,298.3,10
01-11-10 21:15,296.6,9.4
01-11-10 21:30,292.7,9.4
01-11-10 21:45,296.8,9.4
01-11-10 22:00,291.8,9.4
01-11-10 22:15,290.1,8.9
01-11-10 22:30,288.7,8.9
01-11-10 22:45,287.3,8.9
01-11-10 23:00,285.6,8.9
01-11-10 23:15,189.2,12.8
01-11-10 23:30,199,12.8
01-11-10 23:45,163.9,12.8
01-12-10 0:00,160,12.8
01-12-10 0:15,164.6,12.2
01-12-10 0:30,152.9,12.2
01-12-10 0:45,165.8,12.2
01-12-10 1:00,160.7,12.2
01-12-10 1:15,154.1,13.3
01-12-10 1:30,162.7,13.3
01-12-10 1:45,161.1,13.3
01-12-10 2:00,159.1,13.3
01-12-10 2:15,160.4,13.9
01-12-10 2:30,161,13.9
01-12-10 2:45,161.9,13.9
01-12-10 3:00,163.4,13.9
01-12-10 3:15,160.2,12.8
01-12-10 3:30,156.1,12.8
01-12-10 3:45,160.8,12.8
01-12-10 4:00,160.3,12.8
01-12-10 4:15,164.3,12.2
01-12-10 4:30,164.7,12.2
01-12-10 4:45,161.5,12.2
01-12-10 5:00,164.1,12.2
01-12-10 5:15,165.5,12.8
01-12-10 5:30,171.3,12.8
01-12-10 5:45,176.7,12.8
01-12-10 6:00,168.5,12.8
01-12-10 6:15,170,12.8
01-12-10 6:30,178.3,12.8
01-12-10 6:45,180,12.8
01-12-10 7:00,179.2,12.8
01-12-10 7:15,187,13.3
01-12-10 7:30,200.6,13.3
01-12-10 7:45,185.5,13.3
01-12-10 8:00,190.1,13.3
01-12-10 8:15,282.3,11.7
01-12-10 8:30,275.1,11.7
01-12-10 8:45,266.5,11.7
01-12-10 9:00,273.4,11.7
01-12-10 9:15,283.3,13.3
01-12-10 9:30,273.8,13.3
01-12-10 9:45,278.7,13.3
01-12-10 10:00,270.5,13.3
01-12-10 10:15,268.6,13.9
01-12-10 10:30,265.9,13.9
01-12-10 10:45,262.5,13.9
01-12-10 11:00,271.6,13.9
01-12-10 11:15,270.2,15
01-12-10 11:30,295.7,15
01-12-10 11:45,285.4,15
01-12-10 12:00,288.1,15
01-12-10 12:15,283.3,15.6
01-12-10 12:30,300.4,15.6
01-12-10 12:45,279.2,15.6
01-12-10 13:00,304.7,15.6
01-12-10 13:15,298.5,16.1
01-12-10 13:30,293.8,16.1
01-12-10 13:45,286.1,16.1
01-12-10 14:00,275.7,16.1
01-12-10 14:15,283.7,16.7
01-12-10 14:30,287.7,16.7
01-12-10 14:45,294.4,16.7
01-12-10 15:00,288.1,16.7
01-12-10 15:15,282.5,17.8
01-12-10 15:30,293.9,17.8
01-12-10 15:45,295.8,17.8
01-12-10 16:00,302.5,17.8
01-12-10 16:15,296.7,17.2
01-12-10 16:30,285.1,17.2
01-12-10 16:45,288.2,17.2
01-12-10 17:00,277.1,17.2
01-12-10 17:15,327,15.6
01-12-10 17:30,329.9,15.6
01-12-10 17:45,331.2,15.6
01-12-10 18:00,341.5,15.6
01-12-10 18:15,322,15
01-12-10 18:30,317.4,15
01-12-10 18:45,319.8,15
01-12-10 19:00,327.5,15
01-12-10 19:15,336.6,16.1
01-12-10 19:30,330.3,16.1
01-12-10 19:45,326.5,16.1
01-12-10 20:00,323.6,16.1
01-12-10 20:15,318.7,15.6
01-12-10 20:30,323.5,15.6
01-12-10 20:45,320.6,15.6
01-12-10 21:00,319.5,15.6
01-12-10 21:15,315.7,15.6
01-12-10 21:30,310.6,15.6
01-12-10 21:45,310,15.6
01-12-10 22:00,324.4,15.6
01-12-10 22:15,306.2,15.6
01-12-10 22:30,297.3,15.6
01-12-10 22:45,307.4,15.6
01-12-10 23:00,307.7,15.6
01-12-10 23:15,222.9,15
01-12-10 23:30,223.1,15
01-12-10 23:45,182.4,15
1/13/2010 0:00,183.5,15
1/13/2010 0:15,184,15
1/13/2010 0:30,178.1,15
1/13/2010 0:45,184.9,15
1/13/2010 1:00,180.4,15
1/13/2010 1:15,177,14.4
1/13/2010 1:30,162.4,14.4
1/13/2010 1:45,155,14.4
1/13/2010 2:00,157.7,14.4
1/13/2010 2:15,164.7,13.9
1/13/2010 2:30,164.5,13.9
1/13/2010 2:45,172.1,13.9
1/13/2010 3:00,178.4,13.9
1/13/2010 3:15,167.2,13.3
1/13/2010 3:30,162.8,13.3
1/13/2010 3:45,168.7,13.3
1/13/2010 4:00,165.8,13.3
1/13/2010 4:15,167.8,12.8
1/13/2010 4:30,166.2,12.8
1/13/2010 4:45,172.9,12.8
1/13/2010 5:00,171.7,12.8
1/13/2010 5:15,168.5,12.2
1/13/2010 5:30,170.6,12.2
1/13/2010 5:45,172.3,12.2
1/13/2010 6:00,173.9,12.2
1/13/2010 6:15,175,11.1
1/13/2010 6:30,181.2,11.1
1/13/2010 6:45,171.3,11.1
1/13/2010 7:00,172.7,11.1
1/13/2010 7:15,197.8,11.1
1/13/2010 7:30,189.3,11.1
1/13/2010 7:45,179.4,11.1
1/13/2010 8:00,189.8,11.1
1/13/2010 8:15,268.2,10.6
1/13/2010 8:30,274.1,10.6
1/13/2010 8:45,263.1,10.6
1/13/2010 9:00,257.2,10.6
1/13/2010 9:15,272.5,12.8
1/13/2010 9:30,265.4,12.8
1/13/2010 9:45,274.4,12.8
1/13/2010 10:00,287,12.8
1/13/2010 10:15,283.8,15
1/13/2010 10:30,263.1,15
1/13/2010 10:45,258,15
1/13/2010 11:00,261.6,15
1/13/2010 11:15,267.7,15
1/13/2010 11:30,268.6,15
1/13/2010 11:45,268.6,15
1/13/2010 12:00,272.6,15
1/13/2010 12:15,269.4,15.6
1/13/2010 12:30,270.9,15.6
1/13/2010 12:45,275.5,15.6
1/13/2010 13:00,264.7,15.6
1/13/2010 13:15,273.8,15
1/13/2010 13:30,268.2,15
1/13/2010 13:45,275.3,15
1/13/2010 14:00,276,15
1/13/2010 14:15,277,16.1
1/13/2010 14:30,276.1,16.1
1/13/2010 14:45,274.8,16.1
1/13/2010 15:00,276.9,16.1
1/13/2010 15:15,275.4,15.6
1/13/2010 15:30,268.6,15.6
1/13/2010 15:45,269.2,15.6
1/13/2010 16:00,271.2,15.6
1/13/2010 16:15,270.5,16.1
1/13/2010 16:30,274.2,16.1
1/13/2010 16:45,288.7,16.1
1/13/2010 17:00,287.9,16.1
1/13/2010 17:15,321.8,15
1/13/2010 17:30,333.7,15
1/13/2010 17:45,318.3,15
1/13/2010 18:00,312.5,15
1/13/2010 18:15,309.1,11.7
1/13/2010 18:30,308.3,11.7
1/13/2010 18:45,319.9,11.7
1/13/2010 19:00,323.2,11.7
1/13/2010 19:15,313.9,12.8
1/13/2010 19:30,313,12.8
1/13/2010 19:45,308.2,12.8
1/13/2010 20:00,302.2,12.8
1/13/2010 20:15,304,12.8
1/13/2010 20:30,302.6,12.8
1/13/2010 20:45,297.2,12.8
1/13/2010 21:00,303,12.8
1/13/2010 21:15,294,12.8
1/13/2010 21:30,311.9,12.8
1/13/2010 21:45,317.7,12.8
1/13/2010 22:00,303.3,12.8
1/13/2010 22:15,287.3,11.1
1/13/2010 22:30,282.4,11.1
1/13/2010 22:45,282.9,11.1
1/13/2010 23:00,284.4,11.1
1/13/2010 23:15,196.8,10
1/13/2010 23:30,191.5,10
1/13/2010 23:45,159.1,10
1/14/2010 0:00,159,10
1/14/2010 0:15,163.5,8.9
1/14/2010 0:30,157.2,8.9
1/14/2010 0:45,165.9,8.9
1/14/2010 1:00,163.8,8.9
1/14/2010 1:15,166.5,8.3
1/14/2010 1:30,155.4,8.3
1/14/2010 1:45,152.6,8.3
1/14/2010 2:00,158.3,8.3
1/14/2010 2:15,155.2,7.8
1/14/2010 2:30,159.7,7.8
1/14/2010 2:45,158.2,7.8
1/14/2010 3:00,163.8,7.8
1/14/2010 3:15,162.6,6.1
1/14/2010 3:30,155.5,6.1
1/14/2010 3:45,165.8,6.1
1/14/2010 4:00,159.4,6.1
1/14/2010 4:15,160.7,6.7
1/14/2010 4:30,159.5,6.7
1/14/2010 4:45,160.3,6.7
1/14/2010 5:00,155.9,6.7
1/14/2010 5:15,168.6,6.7
1/14/2010 5:30,159.6,6.7
1/14/2010 5:45,159.7,6.7
1/14/2010 6:00,155.6,6.7
1/14/2010 6:15,164.3,7.2
1/14/2010 6:30,171.5,7.2
1/14/2010 6:45,173,7.2
1/14/2010 7:00,174,7.2
1/14/2010 7:15,178.5,7.2
1/14/2010 7:30,184.7,7.2
1/14/2010 7:45,173.7,7.2
1/14/2010 8:00,179,7.2
1/14/2010 8:15,255.7,6.7
1/14/2010 8:30,255.3,6.7
1/14/2010 8:45,253,6.7
1/14/2010 9:00,256.8,6.7
1/14/2010 9:15,262.7,9.4
1/14/2010 9:30,253.8,9.4
1/14/2010 9:45,262.7,9.4
1/14/2010 10:00,258.5,9.4
1/14/2010 10:15,261.9,11.7
1/14/2010 10:30,259,11.7
1/14/2010 10:45,255.9,11.7
1/14/2010 11:00,256.6,11.7
1/14/2010 11:15,271,12.2
1/14/2010 11:30,266.5,12.2
1/14/2010 11:45,261.5,12.2
1/14/2010 12:00,271.4,12.2
1/14/2010 12:15,263.4,13.9
1/14/2010 12:30,259.2,13.9
1/14/2010 12:45,265.2,13.9
1/14/2010 13:00,262,13.9
1/14/2010 13:15,268.2,15
1/14/2010 13:30,268.5,15
1/14/2010 13:45,266.9,15
1/14/2010 14:00,261.7,15
1/14/2010 14:15,268.6,15
1/14/2010 14:30,264.8,15
1/14/2010 14:45,267.2,15
1/14/2010 15:00,264.8,15
1/14/2010 15:15,268.3,15.6
1/14/2010 15:30,264.1,15.6
1/14/2010 15:45,264,15.6
1/14/2010 16:00,267.7,15.6
1/14/2010 16:15,260.7,15.6
1/14/2010 16:30,268.4,15.6
1/14/2010 16:45,256.9,15.6
1/14/2010 17:00,261.8,15.6
1/14/2010 17:15,297.9,13.3
1/14/2010 17:30,304.2,13.3
1/14/2010 17:45,302.9,13.3
1/14/2010 18:00,301.3,13.3
1/14/2010 18:15,298.4,12.8
1/14/2010 18:30,300.4,12.8
1/14/2010 18:45,293.2,12.8
1/14/2010 19:00,295.1,12.8
1/14/2010 19:15,305.7,11.7
1/14/2010 19:30,306.2,11.7
1/14/2010 19:45,304.4,11.7
1/14/2010 20:00,299,11.7
1/14/2010 20:15,300.2,11.1
1/14/2010 20:30,302.5,11.1
1/14/2010 20:45,305,11.1
1/14/2010 21:00,305.5,11.1
1/14/2010 21:15,303.3,10.6
1/14/2010 21:30,293,10.6
1/14/2010 21:45,289.1,10.6
1/14/2010 22:00,293.1,10.6
1/14/2010 22:15,287.2,9.4
1/14/2010 22:30,286.9,9.4
1/14/2010 22:45,285.4,9.4
1/14/2010 23:00,289.5,9.4
1/14/2010 23:15,200.8,10
1/14/2010 23:30,198.5,10
1/14/2010 23:45,167.7,10
1/15/2010 0:00,165.7,10
1/15/2010 0:15,157.9,8.9
1/15/2010 0:30,152.9,8.9
1/15/2010 0:45,156.8,8.9
1/15/2010 1:00,160.5,8.9
1/15/2010 1:15,169.3,8.3
1/15/2010 1:30,163.5,8.3
1/15/2010 1:45,149.6,8.3
1/15/2010 2:00,158.5,8.3
1/15/2010 2:15,158.7,7.8
1/15/2010 2:30,166.2,7.8
1/15/2010 2:45,165,7.8
1/15/2010 3:00,167.2,7.8
1/15/2010 3:15,161.8,7.2
1/15/2010 3:30,157.1,7.2
1/15/2010 3:45,164.5,7.2
1/15/2010 4:00,167.2,7.2
1/15/2010 4:15,163.3,6.1
1/15/2010 4:30,162.4,6.1
1/15/2010 4:45,162.1,6.1
1/15/2010 5:00,158.5,6.1
1/15/2010 5:15,164.3,6.7
1/15/2010 5:30,162.5,6.7
1/15/2010 5:45,167.4,6.7
1/15/2010 6:00,165.3,6.7
1/15/2010 6:15,173,7.2
1/15/2010 6:30,172.9,7.2
1/15/2010 6:45,179.2,7.2
1/15/2010 7:00,197.1,7.2
1/15/2010 7:15,191.4,6.1
1/15/2010 7:30,186.7,6.1
1/15/2010 7:45,170.9,6.1
1/15/2010 8:00,176.8,6.1
1/15/2010 8:15,264.5,6.1
1/15/2010 8:30,261.2,6.1
1/15/2010 8:45,253.1,6.1
1/15/2010 9:00,254.1,6.1
1/15/2010 9:15,261.3,8.3
1/15/2010 9:30,255.2,8.3
1/15/2010 9:45,259.2,8.3
1/15/2010 10:00,259.3,8.3
1/15/2010 10:15,253.1,10.6
1/15/2010 10:30,259.7,10.6
1/15/2010 10:45,262.1,10.6
1/15/2010 11:00,253.7,10.6
1/15/2010 11:15,264.7,11.7
1/15/2010 11:30,260.2,11.7
1/15/2010 11:45,259.6,11.7
1/15/2010 12:00,261,11.7
1/15/2010 12:15,269.8,13.9
1/15/2010 12:30,272.6,13.9
1/15/2010 12:45,267.2,13.9
1/15/2010 13:00,263.7,13.9
1/15/2010 13:15,263.7,12.8
1/15/2010 13:30,266,12.8
1/15/2010 13:45,262.4,12.8
1/15/2010 14:00,261.7,12.8
1/15/2010 14:15,263.1,11.7
1/15/2010 14:30,260.5,11.7
1/15/2010 14:45,263.1,11.7
1/15/2010 15:00,263.2,11.7
1/15/2010 15:15,267.7,12.2
1/15/2010 15:30,268.2,12.2
1/15/2010 15:45,271.2,12.2
1/15/2010 16:00,270.8,12.2
1/15/2010 16:15,268.7,12.2
1/15/2010 16:30,260,12.2
1/15/2010 16:45,259.1,12.2
1/15/2010 17:00,262.1,12.2
1/15/2010 17:15,297.6,12.2
1/15/2010 17:30,302.3,12.2
1/15/2010 17:45,302.4,12.2
1/15/2010 18:00,296.6,12.2
1/15/2010 18:15,301.1,11.7
1/15/2010 18:30,301.9,11.7
1/15/2010 18:45,303.9,11.7
1/15/2010 19:00,301.6,11.7
1/15/2010 19:15,308.3,10.6
1/15/2010 19:30,304.4,10.6
1/15/2010 19:45,299.7,10.6
1/15/2010 20:00,295.6,10.6
1/15/2010 20:15,301.9,8.9
1/15/2010 20:30,300,8.9
1/15/2010 20:45,303.4,8.9
1/15/2010 21:00,301.7,8.9
1/15/2010 21:15,290.4,9.4
1/15/2010 21:30,291.1,9.4
1/15/2010 21:45,287.3,9.4
1/15/2010 22:00,291.7,9.4
1/15/2010 22:15,288.7,10.6
1/15/2010 22:30,283.5,10.6
1/15/2010 22:45,277.3,10.6
1/15/2010 23:00,277.9,10.6
1/15/2010 23:15,192.6,8.9
1/15/2010 23:30,193.3,8.9
1/15/2010 23:45,161.5,8.9
1/16/2010 0:00,155.5,8.9
1/16/2010 0:15,153.2,8.9
1/16/2010 0:30,134.1,8.9
1/16/2010 0:45,155,8.9
1/16/2010 1:00,150.8,8.9
1/16/2010 1:15,162.5,8.9
1/16/2010 1:30,155.9,8.9
1/16/2010 1:45,156.3,8.9
1/16/2010 2:00,160.6,8.9
1/16/2010 2:15,152.8,7.2
1/16/2010 2:30,159.3,7.2
1/16/2010 2:45,159.1,7.2
1/16/2010 3:00,152.7,7.2
1/16/2010 3:15,148.8,7.8
1/16/2010 3:30,147.2,7.8
1/16/2010 3:45,149.7,7.8
1/16/2010 4:00,155.6,7.8
1/16/2010 4:15,153.9,7.8
1/16/2010 4:30,149.4,7.8
1/16/2010 4:45,152.6,7.8
1/16/2010 5:00,150.9,7.8
1/16/2010 5:15,151.8,6.7
1/16/2010 5:30,152.3,6.7
1/16/2010 5:45,155.5,6.7
1/16/2010 6:00,150.5,6.7
1/16/2010 6:15,159.7,6.7
1/16/2010 6:30,160.8,6.7
1/16/2010 6:45,159.7,6.7
1/16/2010 7:00,154,6.7
1/16/2010 7:15,161.6,6.7
1/16/2010 7:30,170.3,6.7
1/16/2010 7:45,171,6.7
1/16/2010 8:00,173.3,6.7
1/16/2010 8:15,258.3,6.7
1/16/2010 8:30,253,6.7
1/16/2010 8:45,250.5,6.7
1/16/2010 9:00,249.2,6.7
1/16/2010 9:15,251.2,8.3
1/16/2010 9:30,249.8,8.3
1/16/2010 9:45,253.4,8.3
1/16/2010 10:00,250.1,8.3
1/16/2010 10:15,254,8.9
1/16/2010 10:30,253.8,8.9
1/16/2010 10:45,259.9,8.9
1/16/2010 11:00,259,8.9
1/16/2010 11:15,264.3,11.7
1/16/2010 11:30,255,11.7
1/16/2010 11:45,258,11.7
1/16/2010 12:00,258.5,11.7
1/16/2010 12:15,263.3,12.2
1/16/2010 12:30,265.3,12.2
1/16/2010 12:45,261.2,12.2
1/16/2010 13:00,264.4,12.2
1/16/2010 13:15,268.5,13.3
1/16/2010 13:30,269.2,13.3
1/16/2010 13:45,271.8,13.3
1/16/2010 14:00,265.4,13.3
1/16/2010 14:15,268.6,14.4
1/16/2010 14:30,266.6,14.4
1/16/2010 14:45,263.5,14.4
1/16/2010 15:00,263.6,14.4
1/16/2010 15:15,266.4,16.1
1/16/2010 15:30,270.5,16.1
1/16/2010 15:45,266.2,16.1
1/16/2010 16:00,262.6,16.1
1/16/2010 16:15,260.9,13.9
1/16/2010 16:30,262.5,13.9
1/16/2010 16:45,263.5,13.9
1/16/2010 17:00,255.9,13.9
1/16/2010 17:15,290.1,13.9
1/16/2010 17:30,307.4,13.9
1/16/2010 17:45,307.2,13.9
1/16/2010 18:00,304.2,13.9
1/16/2010 18:15,298.8,13.9
1/16/2010 18:30,290.9,13.9
1/16/2010 18:45,295.1,13.9
1/16/2010 19:00,299.4,13.9
1/16/2010 19:15,307.1,13.9
1/16/2010 19:30,306,13.9
1/16/2010 19:45,298.4,13.9
1/16/2010 20:00,296.7,13.9
1/16/2010 20:15,297.9,13.9
1/16/2010 20:30,298.2,13.9
1/16/2010 20:45,299.9,13.9
1/16/2010 21:00,298.6,13.9
1/16/2010 21:15,294.1,13.3
1/16/2010 21:30,296.5,13.3
1/16/2010 21:45,287.4,13.3
1/16/2010 22:00,288.1,13.3
1/16/2010 22:15,285.6,13.9
1/16/2010 22:30,284.2,13.9
1/16/2010 22:45,283.3,13.9
1/16/2010 23:00,291.4,13.9
1/16/2010 23:15,195.5,13.9
1/16/2010 23:30,190.7,13.9
1/16/2010 23:45,152.6,13.9
1/17/2010 0:00,152,13.9
1/17/2010 0:15,148.9,13.9
1/17/2010 0:30,142.7,13.9
1/17/2010 0:45,152.6,13.9
1/17/2010 1:00,153.6,13.9
1/17/2010 1:15,156.6,13.9
1/17/2010 1:30,149.9,13.9
1/17/2010 1:45,150.4,13.9
1/17/2010 2:00,150.3,13.9
1/17/2010 2:15,146,13.9
1/17/2010 2:30,148.1,13.9
1/17/2010 2:45,156.5,13.9
1/17/2010 3:00,155.3,13.9
1/17/2010 3:15,159.2,13.9
1/17/2010 3:30,156.8,13.9
1/17/2010 3:45,154.4,13.9
1/17/2010 4:00,163.4,13.9
1/17/2010 4:15,154.9,13.3
1/17/2010 4:30,149.6,13.3
1/17/2010 4:45,151.7,13.3
1/17/2010 5:00,160,13.3
1/17/2010 5:15,156,12.2
1/17/2010 5:30,158.8,12.2
1/17/2010 5:45,153.4,12.2
1/17/2010 6:00,159,12.2
1/17/2010 6:15,156.5,12.8
1/17/2010 6:30,160.6,12.8
1/17/2010 6:45,164.3,12.8
1/17/2010 7:00,164.1,12.8
1/17/2010 7:15,180.9,12.8
1/17/2010 7:30,177.8,12.8
1/17/2010 7:45,168.4,12.8
1/17/2010 8:00,168.3,12.8
1/17/2010 8:15,258.3,12.8
1/17/2010 8:30,252.1,12.8
1/17/2010 8:45,250.3,12.8
1/17/2010 9:00,250,12.8
1/17/2010 9:15,260.7,12.8
